date,headline,ratings,reviews
14 February 2021,Credits,9.0,Love the show and seeing where it is going but can anyone explain why we need 7 minutes of credits for every episode
5 March 2021,Don't give into fan theories.,10.0,"I enjoyed the show, to the point I was tuning in on fan theories, I think that was the play on why the finale was so lack luster to some people. Never set your expectations too high or you'll always be let down in the end. I however thought it was a great way to start off phase 4 of the MCU, and am curious how Wanda will play into Doctor Strange 2 now that her powers are being explored to the fullest."
9 June 2021,So...,8.0,"Fun but VERY overrated. The sitcom part of it is pretty boring, especially episode 1 & 2."
16 January 2021,Lack of stakes means the audience doesn't care,2.0,"This show does a good job of recreating the feel of old sitcoms, but it is unengaging because the only thing driving the story is the mystery of what is going on. And we rarely get clues. The self-contained stories in the first two episodes have no stakes. If their neighbors figure out that Wanda and Vision have superpowers, nothing bad will happen because everything is happening in Wanda's head in any case. So, we just don't care as we watch the dinner party and the talent show. None of it matters, and none of it informs the question of where Wanda is in reality."
3 February 2021,It escalated quickly,10.0,
30 January 2021,"Just...boring, and frustrating",3.0,"Yes, I get what they were going for with this show, I just hoped for more and better, but so far, several episodes in, it's been a straight terrible ""comedy"" show revolving around the most boring MCU characters with a frustrating allusion to a long-con, which may be fun when revealed, but mostly amounts to frustrating and aggressive scenes that merely serve to intentionally confuse the audience. If you like comedy based upon people just being in somewhat awkward situations, without any actual relatable, or clever, scenarios, then this is the show for you."
25 September 2021,Unwatchable and pointless,3.0,
15 January 2021,Give this a chance.,10.0,"No show is going to immediately give you action, and everything you want straight away. We have to experience the story with Wanda and Vision. Don't vote a show down badly because you haven't got everything you wanted straight away. If you did that then films would be rated so much lower than normal. You have to wait."
15 January 2021,Loved It!,10.0,"The first two episodes were very good. The show itself js very unique, will update the review as more episodes come out."
19 January 2021,AWESOME !,10.0,"Finally ! 'MARVEL' created something unique and special. This 'SITCOM' reminds me of the show - 'Mr. Bean', which I loved to watch in my childhood. NOSTALGIA ! I just can't wait anymore to watch next episodes."
15 January 2021,"Top billed cast, and hilarious representation makes it an overall package.",10.0,"Phase Four in the MCU is set to roll hilariously as Disney+ releases two episodes of the new Miniseries/Sitcom WandaVision, starring Paul Bettany as Vision and Lizzie Olsen as Wanda Maximoff. Episodes are set to be released every Friday, totalling 9 episodes, out of which two of them have already aired. Looking forward to the next episodes eagerly and hopes are set high after watching the first two episodes."
6 February 2021,It really isn't that good... Seriously it's getting too much hype,6.0,"I've just finished ep5 and as much as I am enjoying it, it is a little dull... Yes it's new and different but to be honest, it's not that creepy, not that twisted and far too much sitcom for me. I want a little more action than what we are getting. I know some people will argue the action is yet to come. But I don't want to watch 7-8hrs of sitcom to get 2 hours of action....

I would even go as far as saying most of the episodes are forgettable, like filler episodes until the big bang!!

Im gonna keep watching but so far I can predict I will much prefer falcon and the winter soldier."
20 January 2021,Great so far,10.0,An amazing celebration of classic TV and I can't wait to see where this goes
15 January 2021,Intriguing,10.0,Don't listen to anyone saying that it is boring. Sure it's slow sometimes and different but it's a build up for sure and with that it's so entertaining to see something fresh happening in the MCU and the first two episodes are so intriguing.
16 January 2021,If I want to see Bewitched I'll watch the real thing.,5.0,"I loved the treatment, the retro atmosphere impeccably recreated, the lighting, and the good intentions... but I must admit that, nostalgia aside, this was painful to watch. I got to catch many details hinting something big underneath the silver facade but it just did not cut it for me. Paul is not a very charismatic guy and the pace of these two first episodes do not help you get interested in what i asume must be a big shocker ahead. That being said, I did not hate it, there is quality in the making but I just hope this gets better soon, not for the fans who loved it but for many of us who love MARVEL but not necessarily in a blindly way."
18 January 2021,My first thought was,9.0,
7 February 2021,Anyone who thinks this show has been good is just afraid to go against the norm.,1.0,"It hasn't been funny. The story is moving at a snail's pace. No cool superhero stuff has happened yet. No cool villain has emerged yet. With the exception of episode 4, one could argue that all the episodes have almost been exactly the same.

Snooze fest so far. Zzzzzzvision"
17 March 2021,WandaMeh,6.0,
15 January 2021,It's ironic that people who are giving 1/10 are calling people who give 10/10 sheep,10.0,"I can't believe you are rating it without seeing the actual events in the series. Giving 1/10 is worse than giving 10/10 in my opinion. Your reasoning is the main reason here.

PS: I rated because I didn't know how to write a review without rating. I will update it when i finish it."
13 March 2021,I loved it,10.0,"The story telling ,vfx, ester eggs, comic book reference all was great."
21 February 2021,INCREDIBLE,10.0,Amazing funny Brilliant beautiful show with incredible actors a must watch for all mcu fans and newcomers 10/10 would give it more if I could amazing
16 October 2021,Quite intressting,5.0,
18 March 2021,"Disappointing, waste of time",3.0,"The story is filled with plot holes , the evil man has no motives or even a reason to do that ( at some point i thought they just did that to protect wanda from being the bad guy ) Even wanda could just make vision body alive again without mindcontrolling the whole city First 4 episode were fine but after that it became very bad"
15 January 2021,a very good start to phase 4 of the ucm,10.0,"A very good start for phase 4 of the ucm, wandavision promises to be a very innovative product of its kind, the 2 chapters seemed very good to me, the series promises to have a great ending. believing that they will continue down that path I give it 8 stars."
15 January 2021,Unique and fresh,10.0,The mic comes back in the most refreshing way possible with this show
30 January 2021,Hang in there. It gets really good.,9.0,"Just hang in there, the odd beginnings get explained and start to tie in to the MCU. Knew this was going somewhere and I'm excited now that it is. Lots of tie ins eventually."
24 January 2021,Good Acting x Terrible Script/Idea Still = Rubbish,1.0,"I dont write many reviews but feel I must throw in an opinion here. I am an avid comic reader of 40 years and love the MCU but this just doesnt work. Its hilarious when you read reviews that are basically saying, if you dont get all the easter eggs/between the lines info, and rate this a 10 then you are basically thick. Also who wants to rewatch anything to pick up what they miss the first time around. Is Tenet the new standard for entertainment. If this is a ""House of M"" type project then I cannot see how it can work. The comics version was complicated enough and you could reread till you got it. No way that translates to the screen. Disney has let some eccentric fanboys run riot."
5 March 2021,"Started in a really interesting way, fell back to more of the same",7.0,"I consider myself an MCU fan - I've enjoyed pretty much all the films and rewatch my favourites periodically. I thought the first few episodes of this were exciting but in a totally different way to how Marvel films are usually ""exciting"". It was unknown territory they were treading, the mystery was unfolding slowly and the setting was extremely well done, with detail commendable.

I didn't mind the episodes which departed from this as they were necessary, and to start with the mystery was still being unravelled in an interesting way. It was the penultimate episode where it fell apart for me. The good was thrown from the window and the makers ignored their previous 'Show don't tell' storytelling, going full on predictable Marvel film. I also felt a level of cringe I haven't felt before in a Marvel film at a certain Agnes flashback at the beginning of the penultimate episode.

To sum up I thought this was an incredibly fun show to start with, and it did remain quite fun. The new original direction was exciting, but unfortunately it fell back to the same old tropes, big fights, structure and uninspiring dialogue a Marvel film can have. I suppose it always was going to be that way, but the end goal we were told was to set up the next Dr Strange film. It felt like a very generic way to do that as much will have to be explained in the upcoming film. We get a resolution of sorts in the finale, but the payoff felt underwhelming, uninteresting and I think it did a disservice to the wit and creativity of opening episodes."
20 January 2021,Dire,1.0,I can usually put up with most things but honestly after 20 minutes I gave up.
28 January 2021,This is the best,10.0,"This the best series i ever watched. This show making more thrill by every episodes. Easter egg, Easter egg every were in this show is Easter egg. This show is mind blowing.."
5 September 2021,waste of time,1.0,"This is boring and a total waste of time. Also I am not giving it a 1 it's a 0 actually but there is no button for 0,so?"
21 January 2021,Could it be worse?,1.0,"This is absolutely terrible. If you find this entertaining or even watchable, I would seriously question your judgment, mental health and/or motives for saying it is good."
5 March 2021,Lost me at the last hurdle!,6.0,
16 January 2021,A black and white cheesy stoned producers trip,1.0,"What is this? A superhero show as a cheesy 50's sitcom. People say that we have to be patient, it's a premise. No. A premise is like 5 minutes not 2 episodes on a total of 9! If this is really the show, it's a total flop if it isn't, still a flop. Don't make me loose my time with 2 episodes of something it isn't (a Marvel superhero show). One of the worst thing I watched on fast forward, imagine! Can't understand people giving it good reviews, must be paid trolls."
15 January 2021,Big disappointment,2.0,"It is like waiting for Godot. Not really anything moving. Tended to fast forward to when there would be a plot twist or anything for that matter. And then the titles started rolling... Long time waiting for some content but in vain... Paul Bethany does have the comedy skills, so not a 1 for the review."
16 January 2021,Not super hero quality at all,1.0,Wanda and Vision are badass super heroes not something out of a comedy. I wanted to see them use their powers to fight evil not wash dishes and do paperwork. I can't believe this came from Marvel and that the actors agreed to do this. Very disappointed MCU...very disappointed!!!
22 January 2021,Absolutely wonderful,10.0,"Anyone giving this a 1 star needs to get off reality tv and appreciate the classics. This show is amazing, I wasn't expecting it to be about anything and I found it incredibly funny, witty and charming. We are huge fans of the Marvel Universe and I love how original this is. It clearly takes bits from Marvels past, what's to come and tv history. It's beautiful. Can't wait to watch more."
11 January 2022,Complete Waste Of A Compelling Storyline,3.0,
20 July 2021,Points for creativity but...,5.0,"Not a fan of most of the shows they imitated, so not appreciative of applying their cheeseball-factor to the Marvel universe. The first 3 episodes are basically throw away... or the point could at least have been made in 1. Kat Dennings's character was the best add overall from other storylines, in my opinion.

The whole thing gets tedious around episode 7 and ultimately, the story didn't pay out for me... on to Loki!"
12 February 2021,Fresh take on Marvel superheroes.,10.0,"Being the diversity of styles we loved in the comics to the MCU WandaVision is a beautiful homage to pop culture, comic books, and television in general. Plus an under plot that comes closer to the surface every episode til you can't help but rewatch it all until the next week."
9 February 2021,Great Marvel Show! But Kat Dennings is horrible,8.0,The show is very entertaining and I want a new episode to come out every day!! I could watch 20. The only bad part of the show is Kat Dennings. She is so so annoying! Its unbelievable. Her voice is cringy and acting is bad.
5 February 2021,Amazing!,9.0,"As someone who enjoys the MCU but is not a die-hard fan, I thought I'd lost interest after the undoubtedly epic and fantastic Avengers: Endgame.

After watching WandaVision, however, this has changed: The show got me excited from the first minute, as it is not (what I feared) a typical plot following the Marvel formula, but something that feels refreshing and mysterious, which is exactly what we need.

Unlike others, I also really enjoyed the first two episodes, as I love how they build up the plot: It brings up questions and delivers a mysterious atmosphere throughout every episode.

I recommend watching this show if you also enjoy the MCU and may have felt the same way. It brought me from losing interest to being hyped for Phase Five!

Hats off to Kevin Feige and everyone that is involved in this show!"
16 January 2021,Worst show ever,1.0,Don't waste your time. if you are sitecom fan then this is for you only
17 July 2021,Love it,10.0,I loved this show whit 2 happy episode but the end is so sed.
16 January 2021,not worth to seeing,1.0,WHO the hell gives this high ratings. These are the most boring and pointless two episodes I've seen.
1 February 2021,To much novelty and unclear story backbone,,"A good series or movie needs a relatable or at least understandable storyline as backbone. Here it was not clear for me at all in the first 3 episodes what anything meant and therefore basically a waste of my time. It was not even clear who the protagonist is, and I am still not sure about that."
16 January 2021,Pathetic,3.0,"Simply doesn't work in this premise,couldn't be further from the films! I get the idea behind it like in the same sort of casting as ""Bewitched"" etc,I found it to be a missed opportunity without doubt! It's like casting ""Loki"" in a babysitters role!"
26 February 2021,It's everything I hoped for and more,10.0,I look forward to a new episode every single week and each episode just gets better and better. The acting on all parts is amazing and Elizabeth Olsen deserves an Emmy for this
21 March 2021,Garbage,1.0,Let's make a show about the 2 dumbest and most boring characters in Marvel.....
15 January 2021,SPECTACULAR! MARVEL MADE ANOTHER GEM FOR THE SHELVES,10.0,"GO WATCH AND FIND OUT. MARVEL REALLY WENT A DIFFERENT DIRECTION WITH THIS ONE BUT IN A VERY SMART, SUSPENSEFUL, AND WEIRDLY FUNNY WAY"
17 January 2021,It's simply Awful,2.0,"I understand what their going for, and I see where they want to be. But so far in these 2 episodes it's nothing, but a waste of time there's so much unused Potential. I hate the speed of the show And there's nothing worse than seeing cringe worthy corny jokes. It's too bad I had to wait so long to see this. I'll continue to watch to see if it gets better but so far it's not looking good."
16 January 2021,Two eps in,8.0,"It's like a cross between Bwitched, Pleasantville and the Truman show. Only 2 episodes in and wondering what's going on."
7 March 2021,Now that we've seen the whole series,7.0,"Safe to say this show doesn't really find its mark until episode 4 but from then on in its pretty freaking awesome. If you're expecting a big marvel payoff that opens doors to all of phase 4 you might be little disappointed as they shunt most of that for a more character drive storyline which, I appreciated. Overall really enjoyed the series. Probably would have appreciated it more if I could have binged it rather than having to sit through the first two weeks and 3 episodes that are all setup and do little to drive the plot but now the whole thing is up and people can do just that."
31 May 2021,The first 3 episodes were the worst,2.0,I have seen many b&w tv shows. Marvel purposesly made every minute so painfully cheese when they could have made them entertaining. They threw some color mystery scenes into the non-existing plot which I get were necessary but they inexplicably wasted so much air time it is hard to understand how people still give the series a perfect review. It was average at best. They could have cut the first 3 episodes and the series would have been fine. Or something like Back To The Future were somebody goes back in time to try to change it. I suspect some Marvel fans just blindly love anything Marvel ever makes.
20 July 2021,"Started great, built up suspense only to waste it all with ridiculously stupid plot holes and climax",3.0,"So many plotholes I cannot even count. When it started it felt really great until the middle-to-ending

Especially that episode where they walk through her flashback and the villain has to talk and explain everything. Felt like a disney show for children

If you have to explain something with monologues then it's bad writing, period.

The ending was so bland man, I don't even feel like expending energy pointing out all the flaws. Cliche dialogues too and plot devices that has no place and are only there for fan service. Marvel needs to shelf all 3 of W. V, Falcon & WS and Loki and needs to hire Netflix's Daredevil writers for it's shows."
5 February 2021,Not for attention span voids,10.0,"Like agent's of shield this show is excellent just need some patience! It's unlike anything I've seen comic book wise and definitely spices up around episode 4.

If you're invested in the MCU watch it!"
19 June 2021,Read it rather than watch it to save yourself time,1.0,"Probably the worst display of the marvel universe so far. The plot will definitely become interesting. But they dragged on a simplistic plot over the course of 9, 45 minutes episodes. Almost 7 hours. The villain was disappointing, the cause of why it happened was dull as well. Only thing interesting is the overall aspect of how it'll fall into next phase of marvel."
1 March 2021,How do so many people enjoy this?,1.0,"I don't know if I have ever hated a show as much as I hate WandaVision. I can't stand laugh tracks. I really don't like the MCU in general. I hate old sitcoms. To be honest I don't think I ever had a chance with this show. I find it cheesy, boring, and straight up painful to watch. Several of the characters are downright annoying, and the plot is beyond confusing. It's the kind of show that requires a ton of knowledge about comic books (which I don't like) or spending hours watching all the MCU movies and reading conspiracy theories online about whether there will be 9 or 10 episodes. Who has time for that crap? Honestly, the fact that Disney can successfully convince an entire generation of people to gobble up another trash series just by dragging it out for suspense and throwing fanfare at it speaks to the cunning marketing of the company. Or maybe it just means people are sheep. Either way, if you love Marvel, comics, and old sitcoms, then this is a very elaborate and well put together show that you will love. I can respect that. But for the vast majority of viewers who have been obsessively raving about this show, what are you doing?? I guess I just don't like to be told what to think."
16 January 2021,Perfect,10.0,How.. i mean how is people giving this show less than 9.. this is my first revies here ever.. and i have no idea what drugs people are taking. Something most be going on in here.. is it the dc fanboys that are bombing these reviews or is it somtehing else.. beacuse this show is good.. only 2 episodes in and im hooked.
13 February 2021,Boy! It just keeps getting better,10.0,"With every episode WandaVision brings new excitement to the table, given the bad reviews that people started writing after just watching first 3 episodes and BTW the follow up episodes completely justify the first 3...👍👍👍"
16 January 2021,"So bad! Made Zero sense. No plot, Zero explanation. I hated it!",,"This review is for the first two episodes. Will it get better? Well, I'm not giving away any more of my life to find out. Who thought that would would be a good idea? This was the single most painful thing I have forced myself to watch in years.

Drab and boring beyond words. It was so bad I thought I was watching something from the DC universe. And even then that's an insult to every bad DC movie. There is good different and bad different. This is the latter I'm sorry to say. Do yourselves a favor and skip it. Unless your enjoy shows that are open ended and don't explain at all what the hell is going on and trying to ""pay omage"" to old shows that are off air now for a good reason. Knock yourselves out. I will be placing Wanda Vision on the metaphorical shelf next to the star wars Christmas special where it belongs."
26 January 2021,This review is for the first 3 episodes,10.0,
20 August 2021,"Slow paced, but great ending",7.0,"Ending of a show really matters, even if you don't remember what happened in the whole show you'd definitely remember the ending and for me the ending was 10/10. Even tho the ending was 10/10 that doesn't change the fact that the series was slow paced for the first episodes. Don't get me wrong, I loved the show but in my opinion if it was a bit more fast paced it would have been way better. Marvel showed us they can make a 10/10 series in 6 episodes through Loki I seriously wish all episodes were as entertaining as the last ones."
30 January 2021,Different!,10.0,"Just when I thought that all good ideas for shows/movies had already been done & redone a million times, this show came out & suprised me. The only negative thing about it so far is that I have to wait for each episode to be released. At this point only 4 episodes are available, &I have watched each one multiple times."
27 January 2021,A mysterious new world,8.0,"At first glance I considered the possibility that the town & people within may be victims of thanos & the ""blip"" but that was quickly dismissed after Ep.1... The mystery alone of wanda & visions true location has kept me entertained & wanting more. The expectation of action has taken a backseat to the hows & whys surrounding this story...the strange behavior of the neighbors, the possibility that they may know the ""truth""....the possibility that they may not even be real...I LOVE IT! My only concern is that we may not get any real answers in the 1st season. Someone IS watching these people....BUT WHO?!? I can't wait to see more."
19 January 2021,Can i turn the color back on?,,"Good or bad whos to say. i skipped ahead eventually switched it off, no thank you. If you read these reviews you would thinks the people writing them have some sort of agenda. They praise the show beyond belief even though they've only seen the intro essentially, One dedicated a paragraph praising the credits. The words magical and shinny were used. Just sayin. Take a chill pill don't hate but don't glorify either. Whatever bye"
16 January 2021,Only reviewing episodes 1 and 2,1.0,I fell asleep. I understand what they tried to do but it failed. Will see how the series develops.
23 January 2021,Indulgent and tedious,2.0,"3 episodes in...

I understand it's an idealization by Wanda, of her relationship with Vision that she can never have (can't keep track, but he's dead right?) within the the framework of classic sitcoms. But it doesn't mean I'm finding it entertaining, and it certainly isn't art!"
19 January 2021,Disappointed,1.0,"Waste of time, Totally disappointed for first two episodes not gonna watch further of this"
23 July 2021,.. it made no sense?,7.0,.. she's too powerful already .. way too powerful .. then why not take on Megatron and save Optimus Prime? But no .. better things to do ..
30 January 2021,Great series to explore these characters further,10.0,"The ones complaining about it please go and read some of the comics and maybe it will all make more sense. You don't know anything about Wanda and Vision origins, powers and capabilities if you complain about the approach of this show. I think it's creative and hope will give the attention Wanda and Vision characters deserve! Looking forward for more"
22 January 2021,DON'T LISTEN TO HATERS!,8.0,"I don't know what these haters expected? Did they not watch the trailers? It's like they are expecting thanos to show up and start fighting everyone. People who are giving bad reviews only started watching marvel around infinity war, and don't care about the characters and only care about action..... but yeah it's an amazing show!"
16 January 2021,The cyberpunk 2077 of the marvel universe,7.0,"Wow...such a no good, terribly bad, disaster of a tv series. It's like they tried to rip off Plainville and The Truman Show, but forgot about the twist and decided to just make I Love Lucy. Very disappointing."
19 March 2021,Worth the hype - and way beyond!!,10.0,"A brilliant fresh take on the MCU with so many twists and theories. I enjoyed all episodes, but after episode 3/4 is where it gets incredible!! A genius series!"
19 February 2021,"If you're a fan of Marvel, watch this. Avoid if you have a tiny attention span",10.0,"I'm convinced some of these exaggerated poor reviews are from people with some kind of attention deficiency. They need action from the beginning. I will say it doesn't dive into the meat of the story until a few episodes in however, for me personally the mystery is what keeps me watching. If you're an impatient individual, I suggest waiting until the entire series is released. Now the only reason I give it a 9 is for the long credits. The acting is amazing and I love the way they go through the decades of sitcoms."
14 May 2022,Very well executed!,10.0,"The format of the first three episodes and how it evolved to show what is truly going on is just masterpiece! If you plan to watch Dr Strange 2, watch this first!"
9 April 2021,Promising but turns into the usual low quality superhero plot,5.0,"I'm not a fan of superhero movies or anything superhero, mainly because i'm also not a fan of bad plots and action movies. I decided to check WandaVision anyway because i had read good things about it. The first three episodes were very promising and i really liked the mystery and somehow the sitcom parody setting felt original. I was looking forward to the fourth episode which was supposed to be where the genius plot is revealed. And revealed it was... I even suffered through the fifth episode. The series jumped right in the middle of ""Someone wants to take the enemy by force even though talking would be more effective BUT luckily we have the three out of thousand S. H. A. R. K or S. M. A. R. T or SOMETHING members who think differently and will (probably) save the world in the end"". I mean there's maybe a chance this changes into something good in the end but i'm not able to see it so this review is just for the first five episodes."
28 January 2021,Leave at your own peril!,10.0,"This series appears to start all safe, cosy, funny and familiar. But by episode three, it has slowly started to unfold to reveal a very dark, sinister undercurrent and plot - as all is not what it seems. So for those who left after episode one believing it to just be a remake of an early US comedy show you have been duped - along with Wanda & Vision! Clues are scattered in each episode, for you to slowly assemble as the plot gains momentum - enjoy the ride!"
19 February 2021,AMAZING!,8.0,
26 April 2022,Solid,8.0,Wandavision may not have lived up the many expectations and massive amount of hype that people were looking for but it's still a very solid show on its own.
17 March 2021,Negative reviews aren't relevant or valid.,10.0,This show is one of the most well put together shows I have ever seen. It does what movies in the mcu don't have the time to do. Old characters and concepts are brought back into play. Current characters grow with major character development. I think many people forget that this isn't a movie. It will have slow parts. Without these parts this series would not have had the build up that it did. Almost every other review I have read has given no actually arguments for why they did not like this series.
15 January 2021,Boring and dull,5.0,"Boring so far, not much plot development. Reminds you of I dream of genie but fails to impress"
19 January 2021,Casting stereotypes,,"Why..oh why in 2021 the husband is played by a guy who's 49, almost 50 and the wife is played by a woman who's 31, almost 32? Why can't it be the other way around? at least once, just once? Marvel, what a missed opportunity to some good for us all, not just for women..."
25 February 2021,LOVED IT,9.0,"I love the storyline, character intros, westview and everything about the show and have so many questions waiting to be answered by the next episode"
25 February 2021,"Good,, but toooo boring",7.0,"I liked both Elizabeth Olsen and Paul Bettany's performances, but fir the first 7 episodes not ablot happened, as most of the episodes is just stretching for some un-important issues. The story Arc is too slow."
19 January 2021,I'm in the middle so far.,5.0,"First 2 episodes pretty dull and not really to impressed.

It's like a marvel knock off of bewitched and that ran for 8 years.

Suppose it can only get better....."
3 March 2021,One advice keep watching it.,9.0,It beginning you will be confused but u more u watch more u understand.
16 January 2021,Could I have been anymore bored,1.0,Im a huge fan of bewitched and other old sitcoms but this had none of the magic they had. All it did was bore me stupid until I ended up scrolling twitter as it was more interesting. I might just catch whatever the secret of whatever is happening on youtube and save myself the boredom. I'm a huge marvel fan but boy have they failed here
15 January 2021,What am i watching?,1.0,"Very boring, not funny. Why did they make this crap?"
25 January 2021,Dreadful,1.0,What a waste of time. Not sure why this got 7.5 cuttenly.
22 January 2021,Going too slow,7.0,It is really boring....i just wached the 5 last minutes of the first 3 episodes and was enough.
19 January 2021,SO FAR,1.0,"Not for 10, but also not the worst or most boring show ever. It was announced as the introductory part of the Phase 4, in my opinion this is actually the transitional part between Phase 3 and Phase 4. It is a little bit slower which is normal when it comes to mini series. This is just a setting for the appearance of x men and the continuation of the story of the scarlet witch. You shouldn't expect big action scenes like in MCEU movies or some hilarious jokes like in real sitcoms. Authors have already said what to expect, so don't make the same mistake as with the series Lost, when you didn't get what you imagined you should get. After two episodes 8.5, I hope it only gets better."
15 January 2021,Congratulations Keving Feige and others,10.0,Really good. Creative. Funny. Surprising. Let's what gonna happen at the next episodes. I just beg for doesn't have no sense service.
15 January 2021,I love Lucy or I Dream of Genie w/a dash of suspense,1.0,"I don't know where this is going. If I wanted to watch a show from the 60s , Id never turn this or that on. Slapstick stupid humor ... My neighbor is an alien kinda humor . Not for me ."
8 July 2021,Cliché of multiple shows,6.0,"Wandavision was such a cliché series. Mixing Merlin, heroes (season 1 is awesome), under the dome,once upon a time, some s.h.i.e.l.d. Stuff, .. and probably something i havent seen yet. Anyway. Nothing new 6/10. Not a bad watch overall. I suggest you watch the once I mentioned above if you like this."
15 January 2021,Exceptional.,9.0,WandaVision is undoubtedly pure meta. A transcending story nicely blended with early day tv show comedy is nothing but exciting and enthralling.
24 January 2021,Waited 6 months for this...... total joke,1.0,I was expecting the typical marvel action and got black and white 50's sitcom. Let's hope episode 3 gets the ball rolling
2 February 2021,A potentially great show ruined,4.0,This could have been a great show if they didn't pull that sitcom and black and white stuff.
15 January 2021,Rubbish,1.0,What a load of crap. I dont even want to give it 1 star
6 March 2021,Loved the show,10.0,
15 March 2021,So extremely difficult to stay awake,1.0,"Every episode I try to watch I fall asleep. We are at episode 6 now and I think I have seen about 10% of the show. But I think I didn't miss anything actually... So boring, nothing happening... (my wife makes me watch this)"
27 February 2021,Outstanding,10.0,Wanda had a broken heart. She made me cry in the last episode. I just love this series
2 February 2021,Very Bad experience.,1.0,Well I am was a big fan of marvel. But the first 3 episodes of this series was complete rubish and waste of time. I didn't expected this from marvel. With this series they spoil the great mighty name of AVENGERS...I am really sorry. I can't take this anymore..
19 February 2021,Banger of a show so far,10.0,Amazing.ABCDEFGHIJKLMNOPQRSTUVWXYZ123456789101112131415161718-92021222324252627282930
7 March 2021,ALUCINANTE,10.0,Los actores estuvieron a la altura. Elizabeth Olsen INCREÍBLE. Los diálogos y ambientación excelente. Dejo ese sabor el la boca de querer más. 10/10
18 February 2021,Keep watching,8.0,"First couple of episodes, especially episode one almost made me to give up on watching the series, however if you stick with it pass them it gets interesting and it's worth it!"
16 January 2021,Is this end of Marvel?,1.0,
3 February 2021,Moving up to a 2 rating!,2.0,"The first3 episodes I would give a -1000. The acting was something only Rodger Corman would be proud of. Which I wholly blame on the director and writers. The mess that was the first 3 episodes were the worst 3 episodes in the history of, well anything ever made. But episode 4 was actually quite good. Why run off 90% of your audience with the insulting garbage that was the first 3 episodes. I am one of the few people who could keep watching after the 3 worst episodes ever made. I just don't understand why you not only put the 3 worst episodes ever made to start your show. You insulted icon shows from the50's, 60's and 70's before you decided to put out a pretty good episode. The producers should have stepped in and told the director that the first 3 episodes were unacceptable. On a positive side this now has promise and maybe my perseverance will be rewarded."
27 February 2021,Best to show review,10.0,"Ignore every negative review before episode 4 It might have been an error on Disney's part to release only the first 2 episodes at once instead of 4 episodes. While I am on of the few people who absolutely loved the intrigue and mystery of the first three episodes, this exceptional show has been getting a lot of hate due to a lack of plot.

... And then the 4th episode came out. Not only was it an exceptional episode, but it justified the use of the first three and even gave some answers to the many questions of Wanda vision.

Overall a brilliant show that shouldn't be judged on the first three episodes (especially if your only complaint is a lack of plot)"
19 February 2021,This is amazing!,10.0,
17 March 2021,Delightful,9.0,"What a good show, just a fun, heartfelt, marvel extravaganza."
26 February 2021,How is money thrown away?,1.0,
6 February 2021,Getting more stupid with each episode.,1.0,Started off ok then went downhill after third episode. More stupid than than you can imagine
15 January 2021,"Exceeding expectations as usual, Wandavision is the perfect breath of fresh air to spark a new beginning in the Marvel Universe!",10.0,"After a rare and rather dormant period for Marvel after a lack of content last year, Wandavision brings us back to two characters that have arguably had one of the most emotional arcs in the MCU to date.

The acting is superb, the sitcom style is bold and the creative choices are risky, but Marvel aren't holding back and are all about taking risks at this stage and Wandavision delivers on its promise of being a weird, intriguing, and simply stunning 50s style sitcom, all with a bit of Marvel magic sprinkled on top and with no spoilers here, let's just say that what they have in store for us going forward with the series is going to be truly brilliant!"
12 February 2021,One of the best Marvel series,10.0,Do yourself a favour and just watch it. Each episode is better than the last.
16 January 2021,for kids!!!,1.0,I am marvel fan and i waited too long for this but its for kids and childy
16 January 2021,Not enough good in the mix,,"This show is supposed to be a mix of classic sitcom and Marvel Cinematic Universe. Two episodes in, and it seems to be all sitcom and only a few seconds of ""what the F?""

I'm really not a fan of sitcoms, but even if I was, sitting through an entire episode for a few seconds of mystery seems kind of unsatisfying to me. Personally, I think Marvel didn't put enough chocolate in their peanut butter on this one."
7 March 2021,Great show,9.0,It was bit boring and confusing at first. Gradually it hooks us up and what more to say about the finale! It was terrific. But I had so much hope that they'll show or give a glimpse of Nightmare or Mefisto or even Dr strange. That's why 9 out of 10 for me.
26 February 2021,Absolutely love it,10.0,Absolutely love the show! The first view episodes i thought where is this going but very well done in the next episodes. I will bingewatch this serie a couple more times when all the episodes are public.
19 February 2021,"Persevere! After episode 3, you will be hooked",8.0,Excellent mini series of twists and turns. Found it very odd to start (but beautifully shot) but after a twist in episode 3 we were hooked .... and waiting to watch it each week on release date. Excellent nods to the Marvels movies throughout. Great watching.
16 January 2021,Stop Review bombing,10.0,"I loved the show and found the world building amazing, and the people who are giving it a one star and not having a good reason just to make the rating lower shame on you."
24 January 2021,"Asinine, inane drivel",1.0,"Three episodes into the series and it's an hour and a half of my life that I'll never get back.

I keep reading about the ""dark turn"" that the series is going to take but I'm not going to be around long enough for the darkness.

It's not funny, scary, compelling, poignant, or any other emotion. It's just drivel. Inane drivel."
16 January 2021,I'm obsessed,10.0,I really don't know why the ratings are going down two episodes into the show. But I'm Hooked this show is weird but that's what makes it good.I think people need to remember that the show is supposed to be like nothing like marvel has done before.
12 March 2021,Just amazing,10.0,"For some people it can be confusing at the beginning, but in episode 4 everything starts to change. Please watch everything, you won't regret it!"
7 March 2021,"Watch it for Wanda, to feel love and fear of loneliness",10.0,"After avenger endgame, I thought there's nothing left in marvel studios. After watching Wandavision I'm very excited for future marvel projects. Character development for Wanda is insane... 10000/10"
