date,ratings,text,negative_score,positive_score,sentiment
2021-01-16,1,love lucy 3rd grade knock insult marvel universe worst show ever needs development disappointed,0.688,0.136,NEGATIVE
2021-01-15,10,god damn people dense like meta show ever definitely intrigued feel sorry people actually believe 50s sitcom,0.12,0.55,POSITIVE
2021-02-05,10,great show ignore negative reviews episode episode four really shook stuff made episodes better important,0.127,0.54,POSITIVE
2021-02-06,9,show blast show amazing think americans love binge watching disney releases episodes could get rating,0.0,0.539,POSITIVE
2021-02-14,9,spoilers review marvel proved capability interesting story,0.0,0.524,POSITIVE
2021-02-27,10,whoa show downright amazing wont lie first two episodes quite worried show going episode completely takes ways prayed could happen marvel disney finally become creative genius show us proof,0.04,0.575,POSITIVE
2021-01-17,10,rate first show first show quirky weird yes like 50s tv show yes strange laugh track yes story seems banal bare set imaging judging space odyssey seeing simians second show realize something strange going mystery going slowly revealed us intriguing concept hooked actors even secondary characters great bravo marvel bravo disney,0.019,0.502,POSITIVE
2021-02-19,9,expected much 7th episode short kevin feige siad last episodes three hours combined episode min long end cliffhanger providing half hour content waiting week crime,0.127,0.0,NEGATIVE
2021-03-03,10,best mcu project best mcu project ive ever watch brilliant top notch story telling,0.0,0.866,POSITIVE
2022-01-12,3,fiasco pointless followed poor storyline wooden acting elizabeth olsen much better paul bettany okay teyonah parris randall park shine kat dennings always beautiful still broke girls lousy writing since directors medium matt shakman needs education less budget,0.257,0.117,NEGATIVE
2021-02-27,10,great awesome show ignore negative reviewer theyre action lover,0.058,0.827,POSITIVE
2021-02-17,1,bad cgi bad kids tv show disney made starwars nothing kids stuff thay take marvell ruin smart move business wise going waste time watching,0.546,0.111,NEGATIVE
2021-03-05,7,hyped nonsense alright show could better needs story,0.611,0.0,NEGATIVE
2021-04-10,5,cheap like 90s tv show alright show could better needs story,0.0,0.2,POSITIVE
2021-02-10,10,nice nice series easy understand easily stories big fan marvel liked series much waiting episodes,0.0,0.647,POSITIVE
2021-01-27,9,simply amazing series simply amazing opens new pathways mcu excitement entire marvel fan base acting screenplay amazing,0.0,0.765,POSITIVE
2021-02-20,10,surprisingly amazing longtime marvel fan rolled eyes heard wandavision eventually non mcu fans pushed watch ive incredibly impressed,0.0,0.698,POSITIVE
2021-01-19,10,nice nice different intrigued,0.0,0.943,POSITIVE
2021-01-21,1,awful show much say really struggled first episodes oh lord load rubbish show boring engaging characters awful wont bothering rest season dont waste time,0.671,0.099,NEGATIVE
2021-01-23,6,rating episodes far interesting gimmick would ok first 30min episode going three episodes series gets better definitely recommending skipping first episodes,0.0,0.297,POSITIVE
2021-01-23,1,marvel disaster love marvel films great action enjoyment opposite silly stupid marvel done,0.168,0.72,POSITIVE
2021-03-26,6,inconsistent enjoyable sword arc unnecessary series distracts important character arc wandas heart soul wandavision sit com concept one coolest mcu unfortunately left behind show us another shield wanda witch magic would want see soldiers series episodes outstanding first cool sit com thing rest ok best finale disappoints dont know think series really want love flaws clear could easily avoided overally think wandavision inconsistent enjoyable certainly worth try,0.107,0.47,POSITIVE
2021-01-17,10,explosion make dumdum sad honestly masterpiece already saying boring clearly havent got patience arent paying attention whats happening sadly dont understand incredible,0.34,0.241,NEGATIVE
2021-02-06,10,amazing delightfully trust everytime marvel since 1st episode charming started become masterpiece usual,0.0,0.804,POSITIVE
2021-02-26,8,get past first episodes get past first episodes good show tell show big budget elizabeth olsen beautiful talented top mountain superhero show still daredevil series potential close second looking forward see end plays anyone likes superhero shows definitely need check one,0.0,0.468,POSITIVE
2021-03-29,5,overrated marvel great daredevil netflix series series times better new series ps expecting spoil loki series,0.254,0.469,POSITIVE
2021-03-11,10,personal review fantastic show every actor excellent job happy biggest fan mcu,0.0,0.819,POSITIVE
2021-02-28,10,glorious show one best tv shows ive ever seen,0.0,0.783,POSITIVE
2021-02-01,8,remain patient series started pick momentum first episodes felt bit confused annoyed hardly minutes content minutes episode suddenly exploded life 4th episode every minute previous episodes started making sense special thanks canadian lad youtube channel kept series interesting first episodes proper follow hulks snap avengers endgame eagerly awaiting marvel series disney reason reducing stars anger disney felt disney released episodes first week,0.113,0.18,POSITIVE
2021-01-16,1,boring bad 50s sitcom parody absolutely nothing interest first eps dont know supposed dont think either trying set something draw failed miserably cant see many people sticking see plays shame looking forward least loki looks good,0.455,0.173,NEGATIVE
2021-03-17,2,anyone actually like show ive honestly never started show stopped midway episode easily pointless boring tv show ive ever watched nothing happens attempt humor funny point anything honestly cares scarelt witch vision horrible show shocked anyone watched past ep,0.475,0.22,NEGATIVE
2021-01-15,1,biggest dissapointment ever love entire marvel franchise enjoyed movies series think vision wanda brillant characters asbolutely horrible show nothing characters know utterly hopeless,0.453,0.23,NEGATIVE
2021-10-04,2,rated dross well really disappointment writing inconsistent contradictory times simply incoherent example salem witch dont ask even introduced apart need nemesis explains wanda power lair created spell however later battle throughout town witch powers wanda decides point town created spell witch power excuse witch ripping town apart battle wanda last minutes one example really looks written committee one limited collective intellect acting leaden point cringe worthy special effects ho hum cinematic embarrassment,0.268,0.165,NEGATIVE
2021-02-28,7,expected still fun distracted lot subplots apparently make sense slowly start build satisfying story,0.122,0.32,POSITIVE
2021-01-16,9,really enjoying first two episodes people weird fact hate brand new show much let ride bit throw 1s around,0.215,0.147,NEGATIVE
2021-02-24,10,absolutely creative brilliant hands marvel tv series well thought love story line characters perfect everyone watch,0.0,0.862,POSITIVE
2021-03-22,3,dick van dyke show superpowers even black white well least first episode couldnt watch reruns dvd show anymore memorized im interested revival scripts happened days pilot see make entire season like go watch dick van dyke see first run marvel broken,0.18,0.188,POSITIVE
2021-01-16,1,really painful watch good review painful watch nothing like real marvel disappointed,0.558,0.288,NEGATIVE
2021-01-18,10,far incredible im getting truman show mcu sitcom vibes think gonna good show made like vision,0.0,0.544,POSITIVE
2021-01-15,8,putting disconnected failed attempt far reinvent marvel watching first two episodes find odd discomfort thing relate experience wandavision thus far though someone given dirty martini instead olive juice used soy sauce salty sip feel ill know right mix marvel explored different formulas past great success guardians taika waititi thor ragnarock doesnt seem though wandavision following suit hope wv gets better first two episodes truly consistent path forward show personally pass update patience virtue updated rating show getting interesting line expect marvel path yet another dynamic edition marvel portfolio looking forward continued viewing,0.105,0.332,POSITIVE
2021-01-15,8,never expected marvel perfect sitcom review starting episodesgreat narration make u laugh clearly convincinglywanda vision performed charactersthe thing made reduce stars end credits first episode took whole minutes end credits minutes sucks great starting episodes perfect kissass start lets hope whole seasons like,0.022,0.71,POSITIVE
2021-03-05,5,wasted potential good good story good acting decent action sooo close great fell short potential soo much introduce soo many loved characters trying knock monica rambo introduction hard comic character nobody cared asked mephisto however wouldve great house story line introducing xmen wouldve blown hair back engineer reed richards introducing fantastic felt like mostly filler said done,0.033,0.641,POSITIVE
2021-03-05,1,could movie little done worst show ever needs development disappointed,0.799,0.0,NEGATIVE
2021-02-27,10,one greatest shows ever existed im saying im marvel fan ive loved wanda beginning wasnt sure series oh godddd slow burning series twists coming episode absolutely breathtaking acting idea easter eggs every episode characters emotion world watch havent problem episodes short well done mcu,0.034,0.323,POSITIVE
2021-03-06,10,amazing fantastic show every actor excellent job happy biggest fan mcu,0.0,0.881,POSITIVE
2021-03-31,5,trying get past episode one slowest starting tv shows ive seen im really hoping gets better far getting stars picks,0.0,0.195,POSITIVE
2021-05-17,10,great start mcu phase decent series loved ignore bad reviews great series watch watched many times never bored like falcon winter soldier,0.226,0.557,POSITIVE
2021-03-05,1,waste time money show barely anything waste time money barely setup future movies storyline show didnt exist would effect overall marvel universe,0.204,0.102,NEGATIVE
2021-01-15,1,usa targeted give time revisit rating need,0.0,0.0,NEGATIVE
2021-03-05,10,one best series year saw first triler thought going good marvel,0.0,0.813,POSITIVE
2021-01-15,10,marvellous bestest series ever contains lot fun entrainment mystery romance wandavision awesome,0.0,0.718,POSITIVE
2021-01-15,10,perfect show doubt marvel master great show perfect confusion disney made great shows like hamilton mandalorian wandavision keep people trying give hate even saw episodes humble request stop unwanted hate way great show,0.123,0.725,POSITIVE
2021-01-15,5,kind boring maybe early give good review man two first episodes quite boring new franchise would spend minute lets hope next episodes,0.391,0.307,NEGATIVE
2021-02-25,9,expect good wow im fan action filled mcu stuff didnt expect expect show kind thing blown away first two episodes humor great era show covers looks realistic paul bettany elizebeth olsen better chemistry movies show feels like marvels take stranger things think ultimately good thing doesnt follow typical mcu formula makes feel fresh exciting,0.0,0.57,POSITIVE
2021-03-08,9,good show missing something started watching show got obsessed episode feel like left many plot holes many questions answered get mini series really expected marvel awesome job picking actors actors choose phenomenal job show definitely recommend show im saying bad good like middle thats honest review,0.112,0.6,POSITIVE
2021-03-09,9,nice well one best amazing one episodes amazing charcters one favorite one,0.0,0.895,POSITIVE
2022-11-13,7,liz olsen risen star disney mcu fading liz olsen paul bettany wonderful especially together agatha entertaining wink hard beat disney mcu show compared others several reasons first mcu show kind good actors leads took giant risk breaking away marvel formula wandavision progresses new decade tv history starting 1950s episodes creative enjoyable nevertheless still flawed show biggest problem disney marvel ideology infects character motivations morality message wanda wrong hold entire town captive hold false reality happy family cannot justify actions moral even excusable youre going consistent wanda might justify audience matter justified felt resulted torture suffering hundreds people could escape grief yes wanda broken yes traumatized yes shes much almost normal person would crack grief pressure yes chaos magic gives sometimes outside control yes agatha along manipulating yes outside forces however wanda ultimately made choice choose false comfort imaginary family reality freedom others show also set us downward spiral rest mcu phase dealing consequences grief wandavision times nuance showed wanda struggle morality living dream world communitys expense spite still times felt overall pov sympathetic towards wanda fault think showrunners attempting make wandas demise sympathetic tragedy didnt totally land either bc quick shift blame wandas choices individual mainly characters responded wanda visions response made sense didnt blaming everything else brought point crisis good take situation surroundings forcing choose wrong decision acceptable know hundreds people damaged pain grief wanda didnt make sacrifice set things right shes brave shes tragedy gave grief shes hero sympathize shouldnt admire either hero would made things right sooner realized harming controlling entire community instead stalled made excuses family stayed denial deluded makes interesting story morality message fails characters respond wandas actions shouldve let get away dismissive peeking aftermath show doctor strange mom see creatives marvel felt wanda family grief partly justifiable reasonable according dr strange set things right end didnt bad choice bad morals motivations consequences doctor strange challenged wanda given clear consequence vision also sadly still havent seen resolution wanda vision ultimately wrong message showed audience clearly wanda becoming corrupted desires pain grief later darkhold witchcraft guess dr strange attempted give us consequences actions within wandavision show consequences didnt fully make sense werent fully realized,0.197,0.282,POSITIVE
2021-01-16,1,bad really really bad black white cringe show waste time dora x flora even better watched 1st episode bad cringe hoped 2nd episode good bad bad,0.654,0.154,NEGATIVE
2021-02-14,9,credits love show seeing going anyone explain need minutes credits every episode,0.0,0.505,POSITIVE
2021-03-05,10,give fan theories enjoyed show point tuning fan theories think play finale lack luster people never set expectations high youll always let end however thought great way start phase mcu curious wanda play doctor strange powers explored fullest,0.038,0.435,POSITIVE
2021-06-09,8,fun overrated sitcom part pretty boring especially episode,0.677,0.2,NEGATIVE
2021-01-16,2,lack stakes means audience care show good job recreating feel old sitcoms unengaging thing driving story mystery going rarely get clues self contained stories first two episodes stakes neighbors figure wanda vision superpowers nothing bad happen everything happening wandas head case dont care watch dinner party talent show none matters none informs question wanda reality,0.041,0.403,POSITIVE
2021-02-03,10,escalated quickly fantastic show every actor excellent job happy biggest fan mcu,0.0,0.819,POSITIVE
2021-01-30,3,boring frustrating yes get going show hoped better far several episodes straight terrible comedy show revolving around boring mcu characters frustrating allusion long con may fun revealed mostly amounts frustrating aggressive scenes merely serve intentionally confuse audience like comedy based upon people somewhat awkward situations without actual relatable clever scenarios show,0.441,0.193,NEGATIVE
2021-09-25,3,unwatchable pointless worst show ever needs development disappointed,0.896,0.0,NEGATIVE
2021-01-15,10,give chance show going immediately give action everything want straight away experience story wanda vision dont vote show badly havent got everything wanted straight away films would rated much lower normal wait,0.049,0.391,POSITIVE
2021-01-15,10,loved first two episodes good show js unique update review episodes come,0.0,0.598,POSITIVE
2021-01-19,10,awesome finally marvel created something unique special sitcom reminds show mr bean loved watch childhood nostalgia cant wait anymore watch next episodes,0.0,0.617,POSITIVE
2021-01-15,10,top billed cast hilarious representation makes overall package phase four mcu set roll hilariously disney releases two episodes new miniseries sitcom wandavision starring paul bettany vision lizzie olsen wanda maximoff episodes set released every friday totalling episodes two already aired looking forward next episodes eagerly hopes set high watching first two episodes,0.0,0.202,POSITIVE
2021-02-06,6,really good seriously getting much hype ive finished ep5 much enjoying little dull yes new different honest creepy twisted far much sitcom want little action getting know people argue action yet come dont want watch 8hrs sitcom get hours action would even go far saying episodes forgettable like filler episodes big bang im gonna keep watching far predict much prefer falcon winter soldier,0.08,0.299,POSITIVE
2021-01-20,10,great far amazing celebration classic tv cant wait see goes,0.0,0.771,POSITIVE
2021-01-15,10,intriguing dont listen anyone saying boring sure slow sometimes different build sure entertaining see something fresh happening mcu first two episodes intriguing,0.19,0.55,POSITIVE
2021-01-16,5,want see bewitched watch real thing loved treatment retro atmosphere impeccably recreated lighting good intentions must admit nostalgia aside painful watch got catch many details hinting something big underneath silver facade cut paul charismatic guy pace two first episodes help get interested asume must big shocker ahead said hate quality making hope gets better soon fans loved many us love marvel necessarily blindly way,0.106,0.382,POSITIVE
2021-01-18,9,first thought fantastic show every actor excellent job happy biggest fan mcu,0.0,0.819,POSITIVE
2021-02-07,1,anyone thinks show good afraid go norm hasnt funny story moving snails pace cool superhero stuff happened yet cool villain emerged yet exception episode one could argue episodes almost exactly snooze fest far zzzzzzvision,0.162,0.3,POSITIVE
2021-03-17,6,wandameh alright show could better needs story,0.0,0.0,NEGATIVE
2021-01-15,10,ironic people giving calling people give sheep cant believe rating without seeing actual events series giving worse giving opinion reasoning main reason ps rated didnt know write review without rating update finish,0.119,0.186,POSITIVE
2021-03-13,10,loved story telling vfx ester eggs comic book reference great,0.0,0.713,POSITIVE
2021-02-21,10,incredible amazing funny brilliant beautiful show incredible actors must watch mcu fans newcomers would give could amazing,0.0,0.806,POSITIVE
2021-10-16,5,quite intressting alright show could better needs story,0.0,0.154,POSITIVE
2021-03-18,3,disappointing waste time story filled plot holes evil man motives even reason point thought protect wanda bad guy even wanda could make vision body alive without mindcontrolling whole city first episode fine became bad,0.459,0.187,NEGATIVE
2021-01-15,10,good start phase ucm good start phase ucm wandavision promises innovative product kind chapters seemed good series promises great ending believing continue path give stars,0.0,0.781,POSITIVE
2021-01-15,10,unique fresh mic comes back refreshing way possible show,0.0,0.223,POSITIVE
2021-01-30,9,hang gets really good hang odd beginnings get explained start tie mcu knew going somewhere im excited lots tie ins eventually,0.075,0.4,POSITIVE
2021-01-24,1,good acting x terrible script idea still rubbish dont write many reviews feel must throw opinion avid comic reader years love mcu doesnt work hilarious read reviews basically saying dont get easter eggs lines info rate basically thick also wants rewatch anything pick miss first time around tenet new standard entertainment house type project cannot see work comics version complicated enough could reread till got way translates screen disney let eccentric fanboys run riot,0.204,0.191,NEGATIVE
2021-03-05,7,started really interesting way fell back consider mcu fan ive enjoyed pretty much films rewatch favourites periodically thought first episodes exciting totally different way marvel films usually exciting unknown territory treading mystery unfolding slowly setting extremely well done detail commendable didnt mind episodes departed necessary start mystery still unravelled interesting way penultimate episode fell apart good thrown window makers ignored previous show dont tell storytelling going full predictable marvel film also felt level cringe havent felt marvel film certain agnes flashback beginning penultimate episode sum thought incredibly fun show start remain quite fun new original direction exciting unfortunately fell back old tropes big fights structure uninspiring dialogue marvel film suppose always going way end goal told set next dr strange film felt like generic way much explained upcoming film get resolution sorts finale payoff felt underwhelming uninteresting think disservice wit creativity opening episodes,0.091,0.319,POSITIVE
2021-01-20,1,dire usually put things honestly minutes gave,0.273,0.273,NEGATIVE
2021-01-28,10,best best series ever watched show making thrill every episodes easter egg easter egg every show easter egg show mind blowing,0.0,0.712,POSITIVE
2021-09-05,1,waste time boring total waste time also giving actually button,0.664,0.096,NEGATIVE
2021-01-21,1,could worse absolutely terrible find entertaining even watchable would seriously question judgment mental health motives saying good,0.238,0.412,POSITIVE
2021-03-05,6,lost last hurdle alright show could better needs story,0.223,0.0,NEGATIVE
2021-01-16,1,black white cheesy stoned producers trip superhero show cheesy 50s sitcom people say patient premise premise like minutes episodes total really show total flop isnt still flop dont make loose time episodes something isnt marvel superhero show one worst thing watched fast forward imagine cant understand people giving good reviews must paid trolls,0.337,0.17,NEGATIVE
2021-01-15,2,big disappointment like waiting godot really anything moving tended fast forward would plot twist anything matter titles started rolling long time waiting content vain paul bethany comedy skills review,0.169,0.169,NEGATIVE
2021-01-16,1,super hero quality wanda vision badass super heroes something comedy wanted see use powers fight evil wash dishes paperwork cant believe came marvel actors agreed disappointed mcu disappointed,0.476,0.308,NEGATIVE
2021-01-22,10,absolutely wonderful anyone giving star needs get reality tv appreciate classics show amazing wasnt expecting anything found incredibly funny witty charming huge fans marvel universe love original clearly takes bits marvels past whats come tv history beautiful cant wait watch,0.0,0.694,POSITIVE
2022-01-11,3,complete waste compelling storyline worst show ever needs development disappointed,0.815,0.044,NEGATIVE
2021-07-20,5,points creativity fan shows imitated appreciative applying cheeseball factor marvel universe first episodes basically throw away point could least made kat denningss character best add overall storylines opinion whole thing gets tedious around episode ultimately story didnt pay loki,0.0,0.479,POSITIVE
2021-02-12,10,fresh take marvel superheroes diversity styles loved comics mcu wandavision beautiful homage pop culture comic books television general plus plot comes closer surface every episode til cant help rewatch next week,0.055,0.313,POSITIVE
2021-02-09,8,great marvel show kat dennings horrible show entertaining want new episode come every day could watch bad part show kat dennings annoying unbelievable voice cringy acting bad,0.516,0.28,NEGATIVE
2021-02-05,9,amazing someone enjoys mcu die hard fan thought id lost interest undoubtedly epic fantastic avengers endgame watching wandavision however changed show got excited first minute feared typical plot following marvel formula something feels refreshing mysterious exactly need unlike others also really enjoyed first two episodes love build plot brings questions delivers mysterious atmosphere throughout every episode recommend watching show also enjoy mcu may felt way brought losing interest hyped phase five hats kevin feige everyone involved show,0.09,0.509,POSITIVE
2021-01-16,1,worst show ever dont waste time sitecom fan,0.716,0.08,NEGATIVE
2021-07-17,10,love loved show whit happy episode end sed,0.0,0.702,POSITIVE
2021-01-16,1,worth seeing hell gives high ratings boring pointless two episodes ive seen,0.589,0.072,NEGATIVE
2021-01-16,3,pathetic simply doesnt work premise couldnt films get idea behind like sort casting bewitched etc found missed opportunity without doubt like casting loki babysitters role,0.313,0.235,NEGATIVE
2021-02-26,10,everything hoped look forward new episode every single week episode gets better better acting parts amazing elizabeth olsen deserves emmy,0.0,0.43,POSITIVE
2021-03-21,1,garbage lets make show dumbest boring characters marvel,0.788,0.087,NEGATIVE
2021-01-15,10,spectacular marvel made another gem shelves go watch find marvel really went different direction one smart suspenseful weirdly funny way,0.045,0.665,POSITIVE
2021-01-17,2,simply awful understand going see want far episodes nothing waste time theres much unused potential hate speed show theres nothing worse seeing cringe worthy corny jokes bad wait long see ill continue watch see gets better far looking good,0.358,0.278,NEGATIVE
2021-01-16,8,two eps like cross bwitched pleasantville truman show episodes wondering whats going,0.0,0.185,POSITIVE
2021-03-07,7,seen whole series safe say show doesnt really find mark episode pretty freaking awesome youre expecting big marvel payoff opens doors phase might little disappointed shunt character drive storyline appreciated overall really enjoyed series probably would appreciated could binged rather sit first two weeks episodes setup little drive plot whole thing people,0.147,0.383,POSITIVE
2021-05-31,2,first episodes worst seen many b w tv shows marvel purposesly made every minute painfully cheese could made entertaining threw color mystery scenes non existing plot get necessary inexplicably wasted much air time hard understand people still give series perfect review average best could cut first episodes series would fine something like back future somebody goes back time try change suspect marvel fans blindly love anything marvel ever makes,0.22,0.436,POSITIVE
2021-07-20,3,started great built suspense waste ridiculously stupid plot holes climax many plotholes cannot even count started felt really great middle endingespecially episode walk flashback villain talk explain everything felt like disney show childrenif explain something monologues bad writing period ending bland man dont even feel like expending energy pointing flaws cliche dialogues plot devices place fan service marvel needs shelf w v falcon ws loki needs hire netflixs daredevil writers shows,0.256,0.325,POSITIVE
2021-02-05,10,attention span voids like agents shield show excellent need patience unlike anything ive seen comic book wise definitely spices around episode youre invested mcu watch,0.0,0.583,POSITIVE
2021-06-19,1,read rather watch save time probably worst display marvel universe far plot definitely become interesting dragged simplistic plot course minutes episodes almost hours villain disappointing cause happened dull well thing interesting overall aspect itll fall next phase marvel,0.409,0.249,NEGATIVE
2021-03-01,1,many people enjoy dont know ever hated show much hate wandavision cant stand laugh tracks really dont like mcu general hate old sitcoms honest dont think ever chance show find cheesy boring straight painful watch several characters downright annoying plot beyond confusing kind show requires ton knowledge comic books dont like spending hours watching mcu movies reading conspiracy theories online whether episodes time crap honestly fact disney successfully convince entire generation people gobble another trash series dragging suspense throwing fanfare speaks cunning marketing company maybe means people sheep either way love marvel comics old sitcoms elaborate well put together show love respect vast majority viewers obsessively raving show guess dont like told think,0.376,0.199,NEGATIVE
2021-01-16,10,perfect mean people giving show less first revies ever idea drugs people taking something going dc fanboys bombing reviews somtehing else beacuse show good episodes im hooked,0.0,0.589,POSITIVE
2021-02-13,10,boy keeps getting better every episode wandavision brings new excitement table given bad reviews people started writing watching first episodes btw follow episodes completely justify first,0.288,0.084,NEGATIVE
2021-01-26,10,review first episodes fantastic show every actor excellent job happy biggest fan mcu,0.0,0.803,POSITIVE
2021-08-20,7,slow paced great ending ending show really matters even dont remember happened whole show youd definitely remember ending ending even tho ending doesnt change fact series slow paced first episodes dont get wrong loved show opinion bit fast paced would way better marvel showed us make series episodes loki seriously wish episodes entertaining last ones,0.059,0.379,POSITIVE
2021-01-30,10,different thought good ideas shows movies already done redone million times show came suprised negative thing far wait episode released point episodes available watched one multiple times,0.0,0.297,POSITIVE
2021-01-27,8,mysterious new world first glance considered possibility town people within may victims thanos blip quickly dismissed ep mystery alone wanda visions true location kept entertained wanting expectation action taken backseat hows whys surrounding story strange behavior neighbors possibility may know truth possibility may even real love concern may get real answers 1st season someone watching people cant wait see,0.061,0.198,POSITIVE
2021-01-16,1,reviewing episodes fell asleep understand tried failed see series develops,0.268,0.0,NEGATIVE
2021-01-23,2,indulgent tedious episodes understand idealization wanda relationship vision never cant keep track hes dead right within framework classic sitcoms doesnt mean im finding entertaining certainly isnt art,0.118,0.277,POSITIVE
2021-01-19,1,disappointed waste time totally disappointed first two episodes gonna watch,0.78,0.0,NEGATIVE
2021-07-23,7,made sense shes powerful already way powerful take megatron save optimus prime better things,0.0,0.444,POSITIVE
2021-01-30,10,great series explore characters ones complaining please go read comics maybe make sense dont know anything wanda vision origins powers capabilities complain approach show think creative hope give attention wanda vision characters deserve looking forward,0.064,0.536,POSITIVE
2021-01-22,8,listen haters dont know haters expected watch trailers like expecting thanos show start fighting everyone people giving bad reviews started watching marvel around infinity war dont care characters care action yeah amazing show,0.409,0.295,NEGATIVE
2021-01-16,7,cyberpunk marvel universe wow good terribly bad disaster tv series like tried rip plainville truman show forgot twist decided make love lucy disappointing,0.364,0.404,POSITIVE
2021-03-19,10,worth hype way beyond brilliant fresh take mcu many twists theories enjoyed episodes episode gets incredible genius series,0.0,0.752,POSITIVE
2021-02-19,10,fan marvel watch avoid tiny attention span im convinced exaggerated poor reviews people kind attention deficiency need action beginning say doesnt dive meat story episodes however personally mystery keeps watching youre impatient individual suggest waiting entire series released reason give long credits acting amazing love way go decades sitcoms,0.119,0.357,POSITIVE
2022-05-14,10,well executed format first three episodes evolved show truly going masterpiece plan watch dr strange watch first,0.0,0.394,POSITIVE
2021-04-09,5,promising turns usual low quality superhero plot im fan superhero movies anything superhero mainly im also fan bad plots action movies decided check wandavision anyway read good things first three episodes promising really liked mystery somehow sitcom parody setting felt original looking forward fourth episode supposed genius plot revealed revealed even suffered fifth episode series jumped right middle someone wants take enemy force even though talking would effective luckily three thousand h r k r something members think differently probably save world end mean theres maybe chance changes something good end im able see review first five episodes,0.128,0.359,POSITIVE
2021-01-28,10,leave peril series appears start safe cosy funny familiar episode three slowly started unfold reveal dark sinister undercurrent plot seems left episode one believing remake early us comedy show duped along wanda vision clues scattered episode slowly assemble plot gains momentum enjoy ride,0.178,0.267,POSITIVE
2021-02-19,8,amazing fantastic show every actor excellent job happy biggest fan mcu,0.0,0.881,POSITIVE
2022-04-26,8,solid wandavision may lived many expectations massive amount hype people looking still solid show,0.0,0.211,POSITIVE
2021-03-17,10,negative reviews relevant valid show one well put together shows ever seen movies mcu dont time old characters concepts brought back play current characters grow major character development think many people forget isnt movie slow parts without parts series would build almost every review read given actually arguments like series,0.081,0.124,POSITIVE
2021-01-15,5,boring dull boring far much plot development reminds dream genie fails impress,0.716,0.128,NEGATIVE
2021-02-25,9,loved love storyline character intros westview everything show many questions waiting answered next episode,0.0,0.403,POSITIVE
2021-02-25,7,good toooo boring liked elizabeth olsen paul bettanys performances fir first episodes ablot happened episodes stretching un important issues story arc slow,0.247,0.35,POSITIVE
2021-01-19,5,middle far first episodes pretty dull really impressed like marvel knock bewitched ran years suppose get better,0.067,0.633,POSITIVE
2021-03-03,9,one advice keep watching beginning confused u u watch u understand,0.247,0.0,NEGATIVE
2021-01-16,1,could anymore bored im huge fan bewitched old sitcoms none magic bore stupid ended scrolling twitter interesting might catch whatever secret whatever happening youtube save boredom im huge marvel fan boy failed,0.162,0.375,POSITIVE
2021-01-15,1,watching boring funny make crap,0.735,0.157,NEGATIVE
2021-01-25,1,dreadful waste time sure got cuttenly,0.518,0.209,NEGATIVE
2021-01-22,7,going slow really boring wached last minutes first episodes enough,0.556,0.0,NEGATIVE
2021-01-19,1,far also worst boring show ever announced introductory part phase opinion actually transitional part phase phase little bit slower normal comes mini series setting appearance x men continuation story scarlet witch shouldnt expect big action scenes like mceu movies hilarious jokes like real sitcoms authors already said expect dont make mistake series lost didnt get imagined get two episodes hope gets better,0.359,0.143,NEGATIVE
2021-01-15,10,congratulations keving feige others really good creative funny surprising lets gonna happen next episodes beg doesnt sense service,0.0,0.709,POSITIVE
2021-01-15,1,love lucy dream genie w dash suspense dont know going wanted watch show 60s id never turn slapstick stupid humor neighbor alien kinda humor,0.107,0.327,POSITIVE
2021-07-08,6,cliche multiple shows wandavision cliche series mixing merlin heroes season awesome dome upon time h e l stuff probably something havent seen yet anyway nothing new bad watch overall suggest watch mentioned like,0.0,0.537,POSITIVE
2021-01-15,9,exceptional wandavision undoubtedly pure meta transcending story nicely blended early day tv show comedy nothing exciting enthralling,0.063,0.628,POSITIVE
2021-01-24,1,waited months total joke expecting typical marvel action got black white 50s sitcom lets hope episode gets ball rolling,0.0,0.331,POSITIVE
2021-02-02,4,potentially great show ruined could great show didnt pull sitcom black white stuff,0.069,0.71,POSITIVE
2021-01-15,1,rubbish load crap dont even want give star,0.748,0.0,NEGATIVE
2021-03-06,10,loved show fantastic show every actor excellent job happy biggest fan mcu,0.0,0.848,POSITIVE
2021-03-15,1,extremely difficult stay awake every episode try watch fall asleep episode think seen show think didnt miss anything actually boring nothing happening wife makes watch,0.37,0.039,NEGATIVE
2021-02-27,10,outstanding wanda broken heart made cry last episode love series,0.304,0.402,POSITIVE
2021-02-02,1,bad experience well big fan marvel first episodes series complete rubish waste time didnt expected marvel series spoil great mighty name avengers really sorry cant take anymore,0.26,0.401,POSITIVE
2021-02-19,10,banger show far amazing abcdefghijklmnopqrstuvwxyz123456789101112131415161718,0.0,0.733,POSITIVE
2021-03-07,10,alucinante los actores estuvieron la altura elizabeth olsen increible los dialogos ambientacion excelente dejo ese sabor el la boca de querer mas,0.0,0.0,NEGATIVE
2021-02-18,8,keep watching first couple episodes especially episode one almost made give watching series however stick pass gets interesting worth,0.0,0.213,POSITIVE
2021-01-16,1,end marvel worst show ever needs development disappointed,0.804,0.07,NEGATIVE
2021-02-03,2,moving rating first3 episodes would give acting something rodger corman would proud wholly blame director writers mess first episodes worst episodes history well anything ever made episode actually quite good run audience insulting garbage first episodes one people could keep watching worst episodes ever made dont understand put worst episodes ever made start show insulted icon shows the50s 60s 70s decided put pretty good episode producers stepped told director first episodes unacceptable positive side promise maybe perseverance rewarded,0.473,0.195,NEGATIVE
